Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,skin_score,skin_age
33,Male,Medium,Medium,Medium,79.8,31.4,Oily,100,27.9
25,Female,Medium,Medium,Low,39.6,25.9,Normal,100,15
25,Male,High,High,Medium,62.2,15.2,Combination,100,15
18,Male,Medium,High,Low,46.9,21.9,Combination,100,15
56,Male,Low,Low,High,23.6,10,Dry,30.9,76
41,Female,Medium,Low,High,42.2,17.2,Dry,79.1,38.2
28,Male,Low,Low,High,46.9,16.5,Dry,53.9,34.7
22,Male,High,Medium,Medium,63.2,21.7,Normal,100,15
42,Male,High,Medium,High,57.9,14.5,Normal,98.1,25.5
58,Male,Medium,High,Medium,59.6,18.8,Combination,82.6,38.7
34,Male,Medium,Low,High,35.1,17.1,Combination,69.4,35.7
51,Male,Medium,Medium,Low,28.3,14.7,Normal,96.8,31
24,Male,Low,Low,High,34.6,18.1,Dry,42.8,34
25,Male,Medium,High,Low,63.3,23.9,Combination,100,15
30,Female,High,Medium,Low,45.5,16.5,Normal,100,15
42,Female,Medium,Medium,Medium,69,17.4,Normal,100,33.5
33,Female,Low,High,Low,71.2,27.8,Oily,66.6,27.9
41,Female,Medium,High,Low,53.2,26.8,Oily,100,21
39,Male,Medium,High,Medium,48.6,26.1,Oily,98.7,20
36,Male,Medium,High,Medium,40.1,30.7,Oily,91.7,19.3
25,Male,Low,Low,High,28.6,14.4,Dry,44.1,42.6
52,Male,Low,High,Medium,80,21.8,Oily,65.5,48.6
39,Female,Low,Low,High,31.9,17,Dry,36.1,59
58,Female,Low,Low,High,32.2,10.2,Dry,34.3,78
55,Male,Medium,Medium,Medium,68.4,23.8,Combination,95.8,36.8
22,Male,Low,High,Medium,78.6,26.2,Oily,65.4,23.2
53,Male,Medium,Medium,Low,42.7,16.2,Normal,100,33
52,Male,Medium,Medium,Low,35.1,28.7,Combination,98.7,33.3
24,Female,Medium,Medium,Medium,45.8,16.5,Normal,100,15
38,Female,Low,Low,Medium,50,21.1,Combination,73,40
33,Female,Medium,Medium,Low,40.7,13.9,Normal,100,16.8
21,Female,Medium,Medium,Medium,58.8,27.1,Normal,100,15
38,Female,Medium,Low,Medium,41.7,19.1,Normal,96.4,30.5
58,Male,Low,Low,High,40.5,14.9,Dry,37.6,78
26,Male,Low,High,Medium,68,25.8,Oily,81.4,25
24,Male,High,Medium,Low,47.6,19.8,Normal,100,15
38,Male,Low,Medium,Medium,41.6,16.3,Normal,87.7,36.4
34,Female,Low,Low,High,26.8,10.2,Dry,33.5,54
28,Female,Low,Low,High,24.9,11.2,Dry,28.5,48
24,Female,Low,High,Medium,73.5,22.2,Oily,70.5,21.8
27,Female,High,Medium,Medium,41.2,15.3,Normal,100,15
36,Male,Low,High,Medium,80,23,Oily,68.4,34.4
31,Male,High,Medium,Medium,58.1,18.6,Normal,100,15
52,Female,Medium,High,Medium,73.9,25.6,Oily,83.1,33.5
41,Male,Low,Low,High,27,11.5,Dry,20.2,61
23,Male,Low,High,Medium,69.2,22.6,Oily,84.8,19.4
52,Male,Medium,High,Low,49.6,28.8,Oily,93.6,32
30,Male,Medium,High,Low,72,29.9,Oily,100,15
52,Female,Low,High,Medium,39.3,21.6,Oily,65.7,52.3
35,Male,Medium,High,Medium,65.6,21.6,Combination,100,18.8
55,Male,Low,High,Medium,78.3,24.6,Oily,58.1,57.4
22,Female,Medium,Medium,Medium,40.4,17.3,Combination,100,15
39,Male,Medium,Medium,Medium,27.9,24.3,Dry,84.6,29.5
45,Female,High,Medium,Low,45.9,27.5,Combination,100,25
39,Male,Medium,Medium,Medium,64.5,23.3,Normal,99.1,28.6
24,Male,Low,Low,High,26.9,11.4,Dry,43.8,34
31,Male,Low,High,Medium,38.1,24.3,Oily,74.6,29.5
51,Male,Medium,High,Medium,69,23.4,Oily,93.1,31
56,Female,Low,Medium,Medium,52.2,23.2,Combination,81.4,45.6
21,Female,Medium,Medium,Medium,41.3,11.5,Normal,100,15
35,Female,High,Medium,Medium,48.3,26.6,Normal,100,17.4
42,Male,Low,Low,High,22.9,19,Dry,35.9,62
33,Female,Low,Low,High,25.7,11.1,Dry,37.3,49.9
32,Female,High,Medium,Medium,49.1,21,Oily,100,15
28,Male,Low,Low,High,20,14.1,Dry,24.6,48
29,Male,High,Medium,Low,61.4,16.5,Normal,100,15
30,Male,Medium,High,Medium,77.2,21.6,Oily,99.4,18
56,Female,High,Medium,Medium,58.8,17.6,Normal,100,36
38,Female,Low,Low,High,20.6,13.4,Dry,25.6,58
47,Male,Medium,High,Low,65.7,22.9,Oily,100,28.3
49,Male,Medium,High,Medium,66,25.6,Oily,88.3,33.6
48,Female,Low,Low,High,27.6,14.8,Dry,27.9,67.6
22,Female,High,Medium,Low,50.1,19.4,Normal,100,15
33,Male,Low,Low,High,28.9,18.5,Dry,56.3,48.1
45,Male,Medium,Medium,Medium,60.5,16.3,Combination,96,33.5
37,Female,High,Medium,Low,48.7,23.2,Normal,100,18.2
28,Male,Low,Medium,Medium,37.4,12.7,Combination,70.3,23.3
52,Male,Low,High,Low,68.5,24.5,Oily,64.5,52.1
29,Male,High,High,Medium,26.2,31.6,Combination,89,18.1
57,Male,Low,Low,High,46.4,15.4,Combination,25.8,77
40,Male,Low,Low,High,29.4,13.5,Dry,36.6,60
51,Male,Medium,Medium,Medium,41.5,16.3,Normal,99.6,34.2
41,Female,Medium,Medium,Low,60,16.5,Normal,100,22.6
22,Female,Low,High,Medium,80,26.6,Oily,75.8,17
55,Male,Low,Low,High,26.5,11.7,Dry,31.6,75
41,Female,Medium,High,Medium,69.4,25.5,Oily,94.4,31
45,Male,Low,Low,High,23.1,17.5,Dry,38,65
21,Female,High,Medium,Low,58.1,18.4,Normal,100,15
52,Male,Low,High,Medium,80,22.8,Oily,61.2,55.1
52,Female,Low,Low,High,45.8,17,Dry,41.3,68.1
59,Female,Low,High,Low,60,30.3,Oily,70.5,57.6
31,Female,High,Medium,High,42.3,14.9,Combination,94.2,17.6
31,Male,Medium,High,Low,55.4,26.6,Oily,100,15
56,Female,Low,High,Medium,28.9,17.9,Oily,64.2,56.5
40,Male,Low,Low,High,29.2,15.3,Dry,34.9,60
50,Female,High,Medium,Low,56.9,15.2,Normal,100,30
32,Female,Low,Low,High,29.4,14.6,Dry,35.5,50.1
34,Female,Low,High,Medium,76.7,27.6,Oily,57.9,33.2
54,Male,Medium,High,Low,62.4,29.3,Oily,96.9,34
52,Male,Medium,High,Low,56,29.9,Oily,99.5,32
51,Female,Low,Low,High,59.6,18.4,Dry,50.9,60.4
39,Female,Low,Low,High,46.3,17.9,Dry,36.5,59
48,Male,Medium,High,Medium,79.4,20.6,Oily,89.5,30.6
44,Male,Low,High,Low,57,20.1,Oily,86.2,32.3
40,Male,Low,High,Medium,76.9,25.9,Oily,52.8,40.7
57,Male,Medium,High,Medium,77.4,31.8,Oily,80.8,37.1
36,Male,Low,Low,High,28.5,15.8,Dry,44.9,56
34,Female,High,Medium,Medium,65,12.1,Normal,97.9,21.3
30,Female,High,Medium,Low,35.2,14.8,Normal,100,15
51,Male,Low,Low,High,41.2,14.6,Dry,48.4,64
56,Male,Low,High,Low,62.6,26.6,Oily,69.9,51.6
24,Female,High,Low,Medium,48.6,23.3,Combination,100,15
34,Male,Low,Low,High,28.8,21.2,Combination,43.1,50.2
49,Male,Medium,High,Low,62.3,22.5,Oily,92.8,30
59,Male,High,Medium,Low,51.3,24.8,Combination,100,39
23,Female,Low,Medium,Medium,39.6,15.2,Normal,89.3,15
23,Female,High,Medium,Medium,56.5,17.3,Normal,100,15
36,Male,High,Medium,Low,57.2,14.6,Normal,100,18.4
29,Male,Low,Low,High,47,15.6,Dry,49.5,35.8
56,Male,Medium,High,Low,53.9,25.3,Combination,92.5,36
56,Male,Medium,Medium,Medium,77.8,23.9,Normal,99.3,36.3
57,Male,Low,Low,High,24,17.4,Dry,28.9,77
34,Female,Medium,Medium,Low,61.6,23.1,Combination,100,20.5
26,Female,Low,Low,High,33.1,13.6,Dry,40.8,36.6
48,Female,High,Medium,Medium,42.4,17.6,Normal,100,28
21,Male,Medium,Medium,Low,45.1,18.6,Combination,100,15
49,Male,Medium,High,Medium,61.4,24,Oily,94.2,33.4
35,Female,High,Medium,Low,60.8,14.8,Normal,100,17.9
37,Female,Medium,Medium,Medium,68.7,16.2,Normal,98.8,26
34,Male,Medium,High,Low,78.2,31.5,Oily,100,19.4
58,Female,Low,Low,High,29.7,17.2,Dry,30.1,78
28,Male,Low,Low,High,27.5,16.1,Dry,43.1,44.4
52,Female,Medium,Medium,Medium,72,19.8,Normal,95.3,32
41,Male,Low,Low,High,31.2,15.3,Dry,31.1,61
37,Female,Medium,Medium,Medium,55.9,24.3,Normal,100,27.1
23,Male,Medium,High,Medium,66.1,26,Oily,98.5,15
55,Female,Low,Low,High,27.5,16,Dry,34.4,75
25,Female,Medium,Medium,Low,64.1,18.6,Normal,100,15
27,Female,Medium,Medium,Medium,52.7,17.9,Normal,100,17.4
55,Female,Low,High,Low,70.7,23.4,Oily,68.2,53.5
43,Male,Low,Low,High,37.3,13.7,Dry,42.5,58.1
34,Female,Low,Low,High,25.7,16.4,Dry,36.8,50.2
55,Male,Medium,Medium,Low,74.6,26.4,Combination,98.7,35
38,Male,Low,Low,Medium,51.9,16.3,Normal,70.6,40.5
56,Male,Medium,High,Low,43.7,32.9,Oily,85.9,36
58,Male,Low,High,Low,71.3,28.3,Oily,52.7,65.1
50,Male,High,High,Medium,61.8,18.8,Combination,100,35
57,Male,Medium,Medium,Medium,56,17.1,Oily,89.6,39
31,Female,High,Medium,Low,49.6,14.1,Normal,100,15
23,Female,High,Medium,Low,55.3,18.8,Normal,100,15
58,Male,Low,Low,High,23.5,11.6,Dry,17.2,78
29,Male,Medium,High,Medium,60.7,23.2,Oily,100,20.9
19,Female,Medium,High,Medium,68.8,28.6,Oily,94.5,15
46,Male,Medium,High,Low,80,28.4,Oily,92.7,29.2
24,Male,Low,High,High,59.6,20.2,Oily,58.3,32.5
36,Male,Medium,Medium,Low,57.5,23.5,Normal,100,22.2
22,Male,Medium,High,Low,42.6,22.7,Oily,100,15
53,Male,High,Medium,Low,43.3,15.2,Normal,100,33
36,Male,Low,Low,High,24.4,15.5,Dry,35.9,54.8
56,Female,Medium,Medium,Low,35.4,12.4,Combination,95.4,36
40,Male,Low,Low,High,47.7,20.3,Oily,45.1,51.6
39,Male,Medium,High,Low,66.5,25,Combination,100,25.3
34,Female,Low,Low,High,29.1,16.6,Dry,40.4,48.4
38,Female,High,High,Medium,69.3,26.8,Oily,100,21.1
56,Male,Low,Low,High,27.8,16,Dry,31,76
38,Female,High,High,Medium,68.5,26.5,Oily,94.7,20.4
55,Male,Low,High,Medium,71.9,23.7,Oily,64,60.9
31,Female,Medium,Medium,Medium,46.3,13.3,Oily,100,15.3
34,Male,Medium,High,Low,62.3,25.2,Oily,98.8,15.2
59,Male,Low,High,Low,74.5,22.6,Oily,75.9,45.9
52,Female,Low,Low,High,21.1,15,Dry,26.5,72
51,Male,Medium,Medium,Low,41.6,20.5,Combination,100,31
36,Male,Low,High,Medium,77.3,23.1,Oily,53.9,40.9
57,Male,Medium,Medium,Medium,38.9,21.6,Normal,94.9,40.6
49,Male,Low,High,Medium,69.7,33.5,Combination,48.1,56
35,Female,High,Medium,High,46.3,16.3,Normal,100,21.6
39,Male,Medium,High,Medium,40.2,33.7,Combination,93.9,21.1
52,Female,Medium,High,Low,77.8,24.6,Oily,98.2,32
51,Male,Medium,High,Medium,75.8,24.5,Oily,86.6,31
54,Male,Low,Low,High,31.6,13.7,Dry,28.2,74
31,Male,Low,Low,High,25.9,14,Dry,37.7,46.5
27,Male,Low,Low,High,27.4,12.7,Dry,28.6,45.7
33,Female,Medium,Low,High,45.2,17.5,Combination,74.7,34
55,Female,Low,Low,High,44.8,18.7,Dry,44.5,67.2
20,Female,Low,Low,High,30.6,18.6,Dry,60.8,24.9
54,Female,Medium,High,High,45.7,22.1,Oily,82,42.8
30,Male,High,Medium,Medium,39.8,22.4,Combination,100,15
54,Male,Medium,High,Low,75,26.7,Normal,100,34
55,Female,Low,Low,High,26.1,18,Dry,34.6,75
52,Male,Low,Low,High,24.5,21.9,Dry,30.8,72
53,Male,Low,Low,High,33.5,16.5,Dry,36.2,73
53,Female,Low,High,Medium,48.2,26.7,Combination,73,52
56,Male,Low,Low,High,28.4,10.5,Dry,17.4,76
53,Female,Low,High,Medium,41.7,17.5,Normal,66,55.6
52,Male,Low,High,Medium,60.6,22.4,Oily,69.4,49.2
56,Male,Low,High,Medium,67.8,22.4,Oily,71.4,57.4
30,Male,Low,Low,High,44.3,18.8,Dry,50.5,37.1
58,Female,High,Medium,Medium,43.3,14.4,Normal,90.5,38
33,Male,Low,Low,High,27,17,Dry,36,45.6
44,Male,Medium,Medium,Low,41.3,28,Normal,100,30.1
29,Male,Medium,Medium,Low,64.7,20.6,Normal,100,16.6
34,Male,Low,High,Medium,80,25.2,Oily,69.2,34.3
52,Male,Medium,High,Medium,80,25,Oily,77.5,32.9
49,Female,High,Medium,Medium,44.1,16,Normal,100,29
58,Male,Medium,Medium,Medium,51.8,22.9,Combination,93.9,39.3
38,Female,High,Medium,Low,48.4,14.5,Combination,100,18.7
35,Female,Low,Low,High,30.2,12.4,Dry,49.3,49.5
44,Male,Low,High,Medium,69.7,19.2,Oily,68.4,45.2
40,Male,Low,High,Medium,79.4,28,Oily,64.9,41.8
22,Female,High,Medium,Medium,40.9,15.5,Normal,100,15
26,Female,High,Medium,Low,59.4,16,Normal,100,15
57,Male,Low,High,Medium,79,24.2,Oily,40.3,65.8
51,Female,Low,Low,High,31.1,11.8,Dry,41.9,67.7
41,Male,Medium,High,Low,46.9,16.1,Combination,100,22.2
51,Male,Medium,Medium,Low,64.7,23.5,Normal,100,31
46,Female,Low,High,Medium,53.4,19.8,Oily,77.6,41.5
56,Female,High,Medium,Low,40.1,11.8,Normal,100,36
18,Female,Low,Low,High,45.9,16.4,Dry,50.4,26.2
31,Female,High,Medium,Medium,42.2,14.8,Normal,100,15
33,Male,Medium,Low,High,25.2,18.2,Oily,71.2,31.5
29,Male,Low,Low,High,20,14.7,Dry,34.3,49
36,Male,Medium,High,Low,80,21.4,Oily,100,22.5
27,Male,High,Medium,Medium,56.6,18.7,Combination,100,15
43,Male,Low,High,Medium,79.1,23.8,Oily,62.7,44.3
24,Female,Low,Low,High,32.1,16.3,Dry,57,29.4
39,Female,Medium,Medium,Low,44.7,22,Normal,100,20.6
48,Male,Low,High,Medium,46.2,27.2,Oily,61.9,50.1
40,Female,High,Medium,Medium,64.2,30,Normal,100,28.9
30,Female,High,Medium,Medium,64.6,14.9,Normal,100,15
53,Male,Low,High,Medium,80,22.6,Oily,60.4,55.1
56,Male,Medium,High,Medium,74.3,23.2,Normal,81.5,38.1
47,Male,Medium,Low,Low,61.7,12.9,Normal,92.8,36.6
40,Female,Low,High,Medium,79.4,17.4,Oily,62.7,44
37,Male,Low,Low,High,30.5,19.2,Normal,47.6,51.4
55,Male,Low,High,Low,47.1,19,Oily,73.6,53.4
35,Female,Low,Low,High,26.9,22.3,Dry,51.4,52.3
35,Female,Low,Low,High,55.5,16.7,Dry,55.4,44.7
25,Male,Medium,High,Medium,64.7,26.9,Normal,100,15
21,Male,High,Medium,Medium,49.4,22.3,Normal,100,15
57,Male,Low,Low,High,24.1,14.8,Dry,18.3,77
30,Male,Medium,Medium,Low,35.2,17.7,Combination,100,16.7
40,Male,Low,High,Medium,80,23.4,Oily,58.9,40.7
28,Male,Medium,Medium,Medium,63.5,21.6,Normal,100,18.6
38,Female,High,High,Medium,50.3,19.7,Oily,100,18
50,Male,Medium,High,Medium,59.5,21.3,Oily,100,32.5
40,Female,Low,Low,Medium,47.2,27.7,Combination,65.3,46.2
57,Male,Medium,Medium,Medium,34.4,16.9,Normal,98.3,40.2
39,Female,Medium,Medium,Medium,57,23.6,Normal,100,24.8
40,Male,Low,High,Low,80,30,Oily,60.9,39.1
26,Male,Medium,High,Medium,36.2,19.7,Combination,99.9,15
39,Male,Low,Medium,High,46.8,21.6,Combination,45.6,49.6
47,Male,Low,Low,High,38.7,18,Dry,34.2,67
56,Female,Low,Low,High,24.9,12.2,Dry,22.6,76
43,Male,Medium,Medium,Medium,63.8,24.5,Oily,96,29.5
24,Male,Low,High,Medium,73.2,17.7,Oily,77.1,19.9
54,Male,High,High,Medium,67.6,16.5,Combination,89.3,34
50,Male,Low,Low,High,28.8,15.3,Dry,24.8,70
45,Female,Medium,High,Medium,45.6,18.5,Oily,99.5,33
18,Male,Medium,Medium,Low,63.3,26.3,Normal,100,15
33,Male,Low,Low,High,32.5,11.5,Dry,49.5,41.1
41,Female,Medium,Medium,Medium,61.4,19.4,Normal,100,34
45,Male,Low,High,Medium,53.7,24.6,Oily,67.2,40.1
31,Male,Medium,Medium,Low,68.8,23.6,Oily,100,17
34,Female,Low,Low,Low,44.5,21.4,Oily,75.7,26.1
53,Male,Medium,High,Low,39.5,16,Oily,92.3,33
44,Male,Low,High,Medium,58.2,22.2,Oily,67.9,42.1
55,Male,Medium,Medium,Low,68.3,16.2,Normal,100,35
25,Female,Low,High,Medium,46,23,Combination,86,15
30,Female,High,Medium,Low,43.8,16.7,Normal,100,15
59,Male,Medium,Medium,Low,56.1,27.3,Normal,100,39
31,Male,Medium,Medium,High,34.8,12.9,Normal,84.6,27.2
58,Female,High,Medium,Medium,53.7,13.9,Normal,100,38
34,Female,Low,Low,High,43.1,26.6,Dry,49.8,45.1
38,Female,Low,Low,High,26.9,19.7,Dry,43.3,57.6
18,Female,High,Medium,Medium,34.4,16.5,Normal,100,15
18,Female,Low,Low,High,30.2,15.7,Dry,38.4,28
31,Female,Medium,Low,High,40.8,27.8,Combination,76.5,27.9
54,Male,Low,Low,High,44.8,16.8,Dry,30.4,74
30,Female,Medium,Medium,Medium,60.9,16.7,Oily,100,16.1
22,Male,Low,Low,High,29.4,17.1,Dry,50,31.2
36,Female,Medium,High,Medium,42.9,28.5,Combination,90.1,19.8
56,Male,Medium,Medium,Medium,56.8,18.5,Normal,100,36
53,Female,High,Medium,Low,58.7,22.8,Normal,100,33
31,Female,Medium,Medium,Low,49.2,23.6,Normal,100,15
51,Male,Medium,High,Low,59.9,21.3,Oily,100,31
26,Male,Low,High,Low,55.7,28.6,Oily,79.9,18.2
58,Female,High,Medium,Low,57.3,19.5,Normal,100,38
30,Male,High,Medium,Medium,62.6,14.2,Normal,100,21
53,Male,Low,Low,High,40.7,21.3,Dry,50.3,65.3
58,Female,Low,High,Medium,54.1,27.4,Oily,65.3,58.1
51,Female,Medium,Medium,Low,66.2,18.9,Combination,100,35
30,Male,Medium,Medium,Medium,65.4,27.7,Oily,100,17.6
53,Female,Medium,Medium,Low,65.6,25.2,Oily,100,33
46,Male,Medium,High,Medium,53.9,26.8,Oily,97.9,33.6
32,Male,Low,High,Low,60.6,24.3,Oily,80.4,22.1
55,Female,Low,Low,High,23.3,17.5,Dry,13.6,75
27,Female,Medium,Medium,Low,46.5,28.1,Normal,100,15
56,Female,Medium,High,Medium,47.4,15.2,Oily,93.3,36.7
58,Male,Low,Low,High,30.8,15.9,Dry,32.8,78
38,Male,High,Medium,Low,61.9,19,Normal,100,18
41,Female,High,Medium,Low,46.8,13.8,Normal,100,21
54,Male,Low,Low,Medium,20,18.2,Combination,62.3,66.6
43,Female,Medium,Medium,Low,44,18.1,Combination,100,31.6
40,Male,Low,High,Medium,80,21.9,Oily,58.7,40.1
49,Female,High,Medium,Medium,41.3,20.3,Normal,100,30.2
59,Female,Medium,High,Medium,49.9,27.7,Oily,80.8,39.4
26,Female,Low,High,High,43,27.9,Oily,62,35
53,Female,Medium,High,Medium,43.2,14,Oily,95.3,33
20,Male,High,High,Medium,79.7,21.7,Normal,100,15
58,Male,Medium,High,Low,42.3,27.8,Oily,95.7,38
26,Female,Medium,Medium,Medium,60.2,12.5,Normal,100,15
55,Male,Low,High,Low,77.6,32.1,Oily,55.9,55.2
39,Female,High,Medium,Low,64.4,25.5,Normal,100,19.2
25,Female,Low,Low,High,46.3,16.5,Dry,44.7,33.5
55,Female,Medium,Medium,Low,66.5,20.9,Normal,100,35
49,Female,High,Medium,Medium,41.8,15,Normal,100,31.8
41,Female,Medium,High,Medium,42.8,19.1,Normal,94.9,30.4
33,Female,High,Medium,Low,63.7,15.4,Normal,100,15
51,Male,Medium,Medium,Medium,49.9,20.5,Combination,99.4,33.1
44,Female,Low,Low,High,34.8,12.3,Combination,29.2,64
32,Female,Medium,High,Medium,65.7,18.1,Oily,100,17.4
30,Female,Low,Low,High,26.5,19.6,Combination,45.8,45.1
51,Female,High,Medium,High,55,19.2,Combination,92.9,34.3
55,Female,Low,Low,High,38.2,23.5,Dry,48.6,70.3
36,Female,High,Medium,Low,59.6,19.4,Normal,100,16
59,Male,High,Medium,Low,41.8,17.3,Normal,100,39
42,Female,Medium,Medium,Medium,61.8,19.8,Normal,100,33.3
52,Male,Low,High,Medium,57.4,24.5,Oily,65.1,51.6
28,Female,Medium,Medium,Low,39.7,22.8,Normal,100,16.2
53,Male,Low,High,Medium,75,24.8,Oily,57.7,52.9
28,Male,Low,Low,High,30.9,14.2,Dry,34.9,45
38,Male,Low,Low,High,21.8,13.3,Dry,25.6,58
43,Male,Medium,Medium,Medium,44.1,17.6,Normal,95.1,32
59,Male,Medium,High,Medium,60.7,25.6,Oily,82.9,40.7
42,Female,Medium,High,Low,51,26.8,Oily,100,22
30,Male,High,Medium,Medium,36.4,17,Normal,100,15
39,Female,Medium,Medium,Medium,56.4,13,Normal,100,29.3
53,Female,Low,Low,High,36.5,12.6,Dry,28.1,73
38,Male,Low,Low,High,26.2,19.7,Dry,34.2,58
58,Female,Low,Low,High,26.3,15,Dry,21.7,78
40,Male,Medium,Medium,Low,46.2,20,Normal,100,24
28,Male,Low,Low,High,25.5,18.3,Combination,42.6,43.4
34,Male,Low,Low,High,26,12.7,Dry,41,49.2
39,Male,Medium,Medium,Low,55.8,15.5,Normal,100,22.8
37,Male,Medium,Low,Low,38.3,13.4,Combination,87.5,29.2
35,Male,Medium,High,Low,55.9,25,Combination,100,15
52,Female,Medium,High,Low,63.3,23.1,Oily,100,32
26,Male,Low,Low,High,26.9,11.3,Dry,39.2,38.8
53,Male,Medium,Medium,Medium,62.5,15.8,Normal,91.4,34.9
28,Female,Medium,Medium,Medium,30.5,20.4,Normal,100,15
59,Female,High,Medium,Low,44.1,24,Normal,100,39
44,Female,Low,Low,High,44.7,25.7,Dry,46.2,55.8
40,Male,Medium,High,Medium,56.6,21.3,Oily,100,24.4
38,Male,High,High,High,39.5,24.3,Combination,78.6,28.8
55,Female,Medium,High,Medium,62.5,29.4,Combination,88.1,35
29,Female,Medium,Medium,Medium,57.3,15.1,Normal,100,16.7
59,Male,Medium,High,Low,74.5,26.6,Oily,91.2,39
51,Female,High,High,Medium,63.1,28.6,Oily,97.9,31
30,Male,Medium,Medium,Medium,57.3,14.1,Oily,100,19.2
41,Female,Medium,Medium,Low,57.4,16.2,Oily,100,26.7
53,Female,Medium,High,Medium,57,18.9,Oily,88.5,33
33,Female,High,Medium,Medium,40.3,15.9,Normal,100,17.3
48,Male,Medium,Medium,Low,52.2,13.6,Normal,100,34
51,Male,High,High,Low,33.3,24.6,Oily,100,31
41,Female,Medium,Medium,Medium,60.4,27.5,Oily,96.3,31.2
54,Female,Low,Low,High,35.3,20.4,Dry,38.2,74
52,Male,Medium,Medium,Low,49.8,14,Combination,100,32
25,Female,Low,Low,Medium,20,21.6,Dry,72,27.3
28,Female,Medium,Medium,Low,63.9,24.1,Normal,100,15.9
48,Female,Medium,Medium,Medium,44,21.1,Normal,100,33.2
55,Female,Medium,Medium,Low,78.8,22.6,Normal,100,40.8
50,Male,Low,Low,High,29.1,13.8,Dry,15.4,70
39,Female,Low,Low,High,27.8,10,Dry,28.3,59
50,Female,Low,Low,High,37.3,10.9,Dry,28.1,70
27,Female,Low,Low,Low,56.4,18.2,Combination,80.7,18.5
29,Female,Medium,Medium,Medium,59.4,18.9,Normal,100,15
43,Male,Low,High,Low,52.2,34.9,Oily,71,36.4
36,Female,Medium,High,Low,79.6,30.3,Oily,95.3,21.5
32,Female,High,Medium,Medium,54.4,22.5,Normal,100,15
33,Male,High,Low,Medium,27.6,17.1,Combination,97.5,21.6
44,Male,Medium,Medium,Low,56,15.4,Combination,100,28.4
20,Female,Low,Low,High,39.4,13.9,Dry,50.4,25.5
44,Female,Low,High,High,53.4,25.6,Combination,48.8,53.6
38,Male,Low,Low,High,29.2,16,Dry,38,58
29,Female,Medium,Medium,Low,53.2,19.8,Combination,100,15
56,Male,High,High,Medium,71.2,26.5,Oily,86.1,36
27,Male,Medium,Medium,Medium,44.9,12.6,Normal,100,16.7
55,Male,High,High,Medium,70.1,25.6,Oily,88.8,35
40,Male,Medium,High,Medium,68.4,21.1,Oily,95.3,26.6
59,Female,High,Medium,Low,56.4,26.4,Normal,100,39
59,Male,High,Medium,Low,47.1,16.8,Normal,100,39
54,Female,High,Medium,Low,39.2,16.7,Normal,100,34
59,Female,Low,Low,High,46,10.8,Dry,35.8,79
50,Female,Low,Low,High,24.1,14,Dry,28.3,70
54,Male,Low,Low,High,28.5,16.5,Oily,33.3,74
24,Male,Medium,Medium,Medium,48.7,22.1,Normal,100,15.3
42,Male,Medium,Medium,Medium,60.8,15.1,Normal,100,28.4
27,Female,Low,Low,High,28,16.9,Dry,35.9,40.4
59,Male,Low,Low,High,32.5,18.4,Dry,41.1,75.9
46,Male,Low,High,Low,68.3,23.6,Oily,69.8,42.2
35,Male,Medium,High,Medium,78.4,24.9,Oily,92.3,23.3
57,Female,High,Medium,Medium,46.1,14.4,Normal,99.8,37
55,Male,Medium,High,Medium,39.9,24.2,Oily,81.9,35.5
58,Male,High,High,High,73.1,27.4,Oily,65.4,51.4
43,Male,Low,Low,High,27.7,18.1,Dry,42.5,61.5
51,Male,Low,High,Medium,80,26.2,Oily,61.5,55
25,Male,Low,Low,High,31.1,20.2,Dry,54.9,35.2
39,Male,Medium,Medium,Low,60.2,17.3,Oily,100,24
41,Female,Medium,Medium,Low,46.2,14.6,Normal,100,22.4
24,Male,Medium,High,Medium,66,27,Oily,100,15
23,Male,Low,Low,High,30.7,11.5,Dry,45.7,30.4
33,Female,Low,Low,High,33.8,15.7,Dry,40.6,45.6
35,Male,Medium,Medium,Low,46.5,17.7,Normal,100,23.4
24,Female,Medium,Medium,Low,58,19.6,Combination,100,15
42,Male,Low,Low,High,31.2,20.7,Dry,49.3,53
56,Male,Low,High,Low,73.1,24.3,Oily,70.6,57.9
45,Male,Medium,Medium,Low,69.5,24.2,Normal,100,28.7
46,Female,High,Medium,Medium,59.7,15.3,Combination,100,29.5
31,Male,High,Medium,Medium,57.5,17.4,Normal,100,15
54,Male,Low,High,Medium,78.8,26.8,Oily,50.6,60.4
53,Female,Medium,Medium,Low,41.3,14.5,Normal,100,33
23,Male,High,Medium,Low,41.5,27.4,Combination,100,15
51,Male,Medium,High,Medium,78.1,22.6,Oily,89.4,31
38,Male,High,High,Medium,61.2,27.6,Combination,100,18.6
35,Male,High,High,Low,55.8,24.6,Combination,100,15
33,Male,Low,Low,High,22.4,14.4,Dry,40.2,53
53,Female,High,Low,Medium,42.4,14.5,Combination,94.6,33
52,Male,Low,Medium,High,26.8,16,Combination,44.1,72
28,Male,Low,High,Medium,80,20.9,Oily,62.3,31.7
32,Male,Low,Low,High,48.3,17.5,Combination,52,38.4
47,Male,Low,High,Medium,75.9,23.6,Oily,59.6,44.3
57,Female,Medium,Medium,Medium,44.8,32.7,Oily,93.2,39.5
39,Female,Medium,Medium,Low,33.9,32.5,Normal,100,27.6
